,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,class
32,4.62,9.23,3.08,3.08,9.23,9.23,3.08,3.08,16.92,10.77,3.08,1.54,6.15,1.54,3.08,6.15,0.0,0.0,3.08,3.08,positive
33,12.5,8.33,0.0,0.0,12.5,4.17,0.0,4.17,16.67,20.83,4.17,4.17,8.33,0.0,0.0,0.0,4.17,0.0,0.0,0.0,positive
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,positive
35,2.99,10.45,1.49,0.0,5.97,11.94,0.0,5.97,1.49,11.94,4.48,2.99,4.48,5.97,8.96,5.97,5.97,2.99,0.0,5.97,positive
36,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,28.57,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,28.57,0.0,positive
37,4.76,4.76,4.76,4.76,2.38,16.67,0.0,11.9,19.05,2.38,2.38,4.76,0.0,0.0,2.38,2.38,2.38,14.29,0.0,0.0,positive
38,5.68,1.14,5.68,9.09,5.68,2.27,5.68,7.95,7.95,7.95,2.27,12.5,2.27,3.41,1.14,6.82,2.27,6.82,0.0,3.41,positive
39,5.88,23.53,0.0,0.0,5.88,5.88,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,29.41,0.0,0.0,0.0,5.88,11.76,positive
40,0.0,0.0,0.0,6.67,13.33,0.0,0.0,6.67,33.33,13.33,0.0,6.67,0.0,0.0,6.67,0.0,0.0,0.0,13.33,0.0,positive
41,8.33,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,8.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,25.0,8.33,0.0,positive
42,3.03,4.55,3.03,12.12,6.06,10.61,1.52,6.06,7.58,16.67,3.03,3.03,3.03,1.52,4.55,6.06,4.55,3.03,0.0,0.0,positive
43,0.0,22.22,0.0,0.0,0.0,5.56,0.0,0.0,5.56,5.56,0.0,0.0,0.0,5.56,33.33,0.0,5.56,5.56,0.0,11.11,positive
44,21.05,0.0,0.0,0.0,5.26,5.26,5.26,15.79,10.53,21.05,0.0,0.0,5.26,0.0,0.0,5.26,5.26,0.0,0.0,0.0,positive
45,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,33.33,16.67,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0,positive
46,10.87,2.17,6.52,0.0,2.17,15.22,2.17,8.7,4.35,2.17,2.17,6.52,4.35,2.17,4.35,8.7,8.7,6.52,2.17,0.0,positive
47,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,20.0,0.0,positive
48,0.0,0.0,0.0,0.0,15.38,0.0,7.69,7.69,38.46,15.38,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,positive
49,12.0,8.0,0.0,0.0,4.0,8.0,0.0,0.0,20.0,16.0,0.0,8.0,0.0,8.0,0.0,12.0,0.0,4.0,0.0,0.0,positive
50,3.03,4.55,3.03,12.12,4.55,10.61,0.0,4.55,9.09,18.18,4.55,1.52,0.0,1.52,4.55,7.58,4.55,6.06,0.0,0.0,positive
51,5.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,5.0,35.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,positive
52,6.67,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.33,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,20.0,6.67,0.0,positive
53,0.0,20.0,0.0,0.0,2.86,8.57,0.0,2.86,17.14,5.71,2.86,8.57,2.86,0.0,8.57,8.57,8.57,0.0,0.0,2.86,positive
54,16.0,0.0,8.0,4.0,4.0,12.0,4.0,12.0,12.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,12.0,0.0,0.0,positive
55,0.0,0.0,0.0,0.0,4.76,23.81,14.29,4.76,9.52,28.57,4.76,0.0,0.0,4.76,0.0,0.0,0.0,0.0,4.76,0.0,positive
56,3.23,19.35,3.23,3.23,9.68,6.45,3.23,9.68,6.45,0.0,0.0,3.23,6.45,0.0,0.0,6.45,9.68,6.45,0.0,3.23,positive
57,7.69,0.0,0.0,0.0,7.69,15.38,0.0,15.38,0.0,23.08,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,positive
58,7.69,0.0,0.0,0.0,30.77,15.38,0.0,7.69,7.69,23.08,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
59,14.29,0.0,7.14,0.0,7.14,7.14,0.0,0.0,14.29,28.57,0.0,0.0,0.0,0.0,0.0,7.14,0.0,14.29,0.0,0.0,positive
60,9.68,6.45,3.23,3.23,3.23,19.35,0.0,9.68,16.13,12.9,0.0,6.45,0.0,0.0,3.23,0.0,3.23,0.0,3.23,0.0,positive
61,6.67,0.0,6.67,6.67,0.0,6.67,0.0,13.33,26.67,6.67,0.0,0.0,6.67,6.67,6.67,0.0,0.0,6.67,0.0,0.0,positive
62,7.41,0.0,3.7,0.0,3.7,11.11,0.0,3.7,29.63,11.11,0.0,0.0,0.0,3.7,0.0,3.7,0.0,22.22,0.0,0.0,positive
63,6.67,6.67,0.0,0.0,6.67,0.0,0.0,0.0,13.33,20.0,0.0,6.67,6.67,0.0,6.67,6.67,13.33,0.0,6.67,0.0,positive
64,4.23,11.27,4.23,2.82,2.82,16.9,1.41,1.41,5.63,2.82,2.82,1.41,7.04,2.82,9.86,11.27,2.82,7.04,1.41,0.0,positive
65,0.0,0.0,0.0,0.0,8.33,8.33,0.0,8.33,0.0,33.33,0.0,8.33,8.33,0.0,0.0,8.33,8.33,8.33,0.0,0.0,positive
66,21.21,0.0,0.0,6.06,3.03,18.18,0.0,0.0,21.21,12.12,0.0,3.03,3.03,0.0,3.03,0.0,0.0,9.09,0.0,0.0,positive
67,12.12,0.0,3.03,6.06,3.03,9.09,0.0,12.12,18.18,3.03,3.03,3.03,3.03,3.03,9.09,0.0,0.0,9.09,3.03,0.0,positive
68,12.5,0.0,0.0,0.0,0.0,6.25,6.25,12.5,25.0,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,positive
69,4.76,5.95,7.14,9.52,4.76,4.76,1.19,2.38,3.57,11.9,1.19,4.76,1.19,2.38,11.9,7.14,4.76,8.33,0.0,2.38,positive
70,15.79,0.0,0.0,0.0,0.0,10.53,5.26,0.0,21.05,21.05,10.53,0.0,0.0,0.0,0.0,0.0,10.53,0.0,5.26,0.0,positive
71,8.33,0.0,0.0,0.0,8.33,8.33,0.0,8.33,16.67,16.67,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,16.67,0.0,positive
72,8.33,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0,8.33,8.33,0.0,16.67,25.0,0.0,0.0,0.0,8.33,0.0,positive
73,5.71,4.29,4.29,11.43,5.71,7.14,0.0,4.29,11.43,15.71,2.86,2.86,0.0,1.43,2.86,5.71,7.14,7.14,0.0,0.0,positive
74,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,33.33,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,11.11,11.11,positive
75,22.22,0.0,3.7,0.0,0.0,7.41,0.0,7.41,3.7,11.11,3.7,7.41,0.0,3.7,3.7,7.41,11.11,7.41,0.0,0.0,positive
76,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,16.67,16.67,positive
77,0.0,20.69,3.45,3.45,10.34,10.34,0.0,6.9,3.45,3.45,0.0,13.79,10.34,0.0,0.0,6.9,0.0,0.0,0.0,6.9,positive
78,0.0,9.09,0.0,0.0,4.55,13.64,0.0,13.64,4.55,0.0,0.0,0.0,9.09,4.55,22.73,4.55,9.09,0.0,4.55,0.0,positive
79,6.67,0.0,6.67,6.67,0.0,13.33,0.0,6.67,13.33,6.67,0.0,0.0,0.0,0.0,26.67,0.0,6.67,0.0,0.0,6.67,positive
80,5.26,0.0,5.26,0.0,5.26,15.79,5.26,0.0,21.05,26.32,0.0,0.0,0.0,0.0,5.26,5.26,0.0,0.0,5.26,0.0,positive
81,0.0,0.0,0.0,0.0,11.76,11.76,0.0,11.76,47.06,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,positive
82,7.69,0.0,0.0,7.69,7.69,3.85,3.85,3.85,30.77,11.54,7.69,0.0,0.0,3.85,0.0,3.85,3.85,0.0,3.85,0.0,positive
83,13.33,0.0,0.0,6.67,6.67,13.33,0.0,10.0,16.67,10.0,3.33,10.0,0.0,0.0,0.0,0.0,6.67,3.33,0.0,0.0,positive
84,6.58,3.95,3.95,10.53,3.95,6.58,0.0,2.63,9.21,17.11,5.26,3.95,0.0,1.32,2.63,9.21,7.89,5.26,0.0,0.0,positive
85,7.14,0.0,0.0,0.0,0.0,42.86,0.0,0.0,7.14,14.29,0.0,7.14,0.0,0.0,7.14,0.0,14.29,0.0,0.0,0.0,positive
86,0.0,9.09,0.0,0.0,0.0,22.73,0.0,0.0,13.64,22.73,0.0,0.0,0.0,0.0,0.0,9.09,0.0,22.73,0.0,0.0,positive
87,0.0,0.0,22.22,5.56,16.67,11.11,0.0,0.0,16.67,5.56,0.0,5.56,5.56,5.56,0.0,0.0,0.0,0.0,5.56,0.0,positive
88,0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,36.36,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,positive
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,45.45,0.0,0.0,0.0,0.0,9.09,18.18,9.09,0.0,0.0,0.0,positive
90,0.0,8.7,0.0,0.0,0.0,8.7,0.0,8.7,21.74,13.04,0.0,0.0,0.0,4.35,0.0,4.35,8.7,21.74,0.0,0.0,positive
91,9.52,0.0,4.76,0.0,4.76,14.29,0.0,14.29,9.52,9.52,4.76,4.76,0.0,4.76,0.0,4.76,4.76,4.76,4.76,0.0,positive
92,11.11,0.0,0.0,0.0,0.0,16.67,0.0,5.56,16.67,33.33,0.0,5.56,5.56,0.0,0.0,0.0,0.0,5.56,0.0,0.0,positive
93,4.0,0.0,0.0,4.0,12.0,20.0,4.0,8.0,24.0,8.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,positive
94,14.71,0.0,2.94,5.88,2.94,8.82,0.0,11.76,17.65,2.94,0.0,2.94,2.94,2.94,8.82,0.0,0.0,11.76,2.94,0.0,positive
95,21.05,3.95,3.95,5.26,3.95,5.26,1.32,0.0,1.32,14.47,3.95,1.32,3.95,10.53,9.21,3.95,3.95,2.63,0.0,0.0,positive
96,11.11,0.0,0.0,0.0,0.0,16.67,0.0,0.0,27.78,0.0,0.0,0.0,0.0,5.56,16.67,11.11,5.56,5.56,0.0,0.0,positive
97,11.11,12.35,4.94,2.47,6.17,8.64,0.0,4.94,6.17,6.17,2.47,2.47,1.23,2.47,6.17,4.94,6.17,6.17,0.0,4.94,positive
98,11.11,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,27.78,0.0,0.0,0.0,0.0,44.44,0.0,0.0,5.56,5.56,0.0,positive
99,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,41.67,0.0,16.67,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
100,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,11.11,25.93,0.0,7.41,3.7,0.0,3.7,0.0,3.7,11.11,0.0,0.0,positive
101,5.56,11.11,0.0,0.0,5.56,11.11,0.0,5.56,22.22,5.56,0.0,0.0,16.67,0.0,0.0,5.56,5.56,0.0,5.56,0.0,positive
102,18.75,12.5,0.0,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.25,6.25,6.25,0.0,6.25,0.0,18.75,6.25,0.0,0.0,positive
103,18.52,0.0,0.0,0.0,0.0,7.41,0.0,3.7,25.93,11.11,7.41,0.0,3.7,0.0,0.0,7.41,0.0,14.81,0.0,0.0,positive
104,13.33,0.0,0.0,0.0,0.0,20.0,0.0,6.67,20.0,20.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,positive
105,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,positive
106,7.95,6.82,2.27,6.82,2.27,2.27,2.27,2.27,5.68,18.18,3.41,3.41,1.14,6.82,7.95,6.82,3.41,7.95,0.0,2.27,positive
107,16.0,0.0,4.0,4.0,4.0,12.0,0.0,4.0,16.0,4.0,12.0,4.0,0.0,0.0,0.0,4.0,4.0,8.0,4.0,0.0,positive
108,12.5,0.0,0.0,0.0,0.0,0.0,6.25,0.0,18.75,31.25,0.0,0.0,0.0,0.0,0.0,6.25,6.25,18.75,0.0,0.0,positive
109,4.76,3.57,4.76,8.33,4.76,13.1,1.19,11.9,13.1,11.9,2.38,2.38,0.0,1.19,3.57,4.76,2.38,5.95,0.0,0.0,positive
110,21.43,0.0,0.0,0.0,0.0,0.0,0.0,14.29,21.43,28.57,0.0,7.14,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,positive
111,4.76,0.0,0.0,0.0,4.76,9.52,0.0,0.0,0.0,33.33,0.0,0.0,4.76,4.76,33.33,0.0,0.0,4.76,0.0,0.0,positive
112,13.64,0.0,2.27,6.82,2.27,4.55,0.0,4.55,18.18,6.82,0.0,9.09,4.55,0.0,0.0,6.82,6.82,6.82,6.82,0.0,positive
113,6.25,0.0,0.0,0.0,6.25,25.0,0.0,6.25,12.5,25.0,0.0,6.25,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,positive
114,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,positive
115,0.0,0.0,7.5,17.5,2.5,2.5,0.0,2.5,25.0,5.0,0.0,2.5,7.5,5.0,0.0,7.5,7.5,7.5,0.0,0.0,positive
116,8.33,0.0,0.0,4.17,4.17,8.33,8.33,12.5,16.67,8.33,0.0,12.5,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,positive
117,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,positive
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,45.45,0.0,0.0,0.0,0.0,9.09,18.18,9.09,0.0,0.0,0.0,positive
119,4.11,0.0,4.11,8.22,6.85,5.48,1.37,5.48,5.48,8.22,4.11,5.48,12.33,1.37,6.85,9.59,4.11,0.0,2.74,4.11,positive
120,13.16,0.0,0.0,5.26,2.63,13.16,0.0,10.53,18.42,5.26,2.63,5.26,5.26,0.0,5.26,0.0,0.0,10.53,2.63,0.0,positive
121,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,43.75,6.25,0.0,0.0,0.0,0.0,12.5,6.25,0.0,12.5,0.0,0.0,positive
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.33,6.67,0.0,6.67,6.67,0.0,0.0,0.0,0.0,20.0,6.67,0.0,positive
123,0.0,8.57,11.43,11.43,2.86,2.86,0.0,2.86,5.71,2.86,5.71,2.86,0.0,14.29,8.57,8.57,2.86,2.86,2.86,2.86,positive
124,0.0,0.0,0.0,0.0,10.53,10.53,0.0,5.26,5.26,0.0,0.0,0.0,36.84,0.0,26.32,5.26,0.0,0.0,0.0,0.0,positive
125,4.76,4.76,4.76,4.76,4.76,9.52,0.0,0.0,14.29,14.29,4.76,0.0,19.05,0.0,4.76,4.76,0.0,0.0,0.0,4.76,positive
126,16.0,0.0,8.0,4.0,0.0,16.0,4.0,20.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,positive
127,13.04,8.7,4.35,4.35,0.0,4.35,0.0,4.35,21.74,13.04,8.7,0.0,0.0,0.0,0.0,4.35,4.35,8.7,0.0,0.0,positive
128,0.0,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,41.18,0.0,5.88,5.88,0.0,0.0,5.88,0.0,17.65,0.0,0.0,positive
129,15.79,0.0,0.0,0.0,0.0,21.05,0.0,0.0,21.05,0.0,0.0,0.0,0.0,5.26,15.79,10.53,5.26,5.26,0.0,0.0,positive
130,8.33,0.0,0.0,0.0,8.33,16.67,0.0,25.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,8.33,0.0,positive
131,15.79,0.0,5.26,0.0,10.53,5.26,0.0,0.0,26.32,21.05,0.0,0.0,0.0,0.0,0.0,0.0,5.26,10.53,0.0,0.0,positive
132,6.25,0.0,0.0,0.0,6.25,18.75,0.0,6.25,6.25,18.75,0.0,0.0,6.25,6.25,18.75,0.0,0.0,6.25,0.0,0.0,positive
133,7.89,0.0,2.63,0.0,2.63,13.16,5.26,0.0,13.16,7.89,0.0,7.89,0.0,0.0,15.79,0.0,2.63,7.89,7.89,5.26,positive
134,6.25,6.25,6.25,0.0,6.25,12.5,0.0,0.0,25.0,6.25,0.0,0.0,0.0,6.25,6.25,6.25,6.25,6.25,0.0,0.0,positive
135,7.69,3.85,3.85,8.97,5.13,7.69,0.0,5.13,14.1,14.1,2.56,1.28,0.0,2.56,2.56,5.13,7.69,6.41,0.0,1.28,positive
136,16.67,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,8.33,25.0,0.0,0.0,8.33,8.33,0.0,positive
137,10.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,15.0,25.0,0.0,5.0,0.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,positive
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,8.33,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,8.33,41.67,0.0,positive
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,50.0,0.0,positive
140,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,positive
141,3.85,3.85,3.85,11.54,5.13,10.26,0.0,5.13,10.26,15.38,3.85,2.56,0.0,2.56,2.56,3.85,8.97,6.41,0.0,0.0,positive
142,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,13.33,0.0,0.0,0.0,0.0,13.33,6.67,0.0,6.67,0.0,0.0,positive
143,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,20.0,10.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,positive
144,4.48,8.96,0.0,2.99,5.97,10.45,1.49,7.46,4.48,10.45,2.99,1.49,4.48,2.99,14.93,1.49,5.97,5.97,0.0,2.99,positive
145,6.25,0.0,0.0,0.0,18.75,0.0,6.25,6.25,37.5,12.5,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,positive
146,0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,36.36,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0,positive
147,0.0,20.69,0.0,3.45,0.0,17.24,0.0,0.0,0.0,3.45,0.0,6.9,10.34,0.0,3.45,3.45,17.24,10.34,3.45,0.0,positive
148,15.0,6.0,6.0,6.0,4.0,4.0,2.0,2.0,2.0,10.0,2.0,2.0,2.0,6.0,7.0,8.0,8.0,4.0,0.0,4.0,positive
149,8.33,0.0,0.0,0.0,0.0,0.0,0.0,16.67,8.33,8.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,25.0,0.0,0.0,positive
150,8.7,0.0,0.0,4.35,13.04,21.74,4.35,13.04,17.39,4.35,4.35,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,positive
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,positive
152,6.67,4.0,5.33,13.33,4.0,8.0,0.0,2.67,9.33,18.67,2.67,1.33,1.33,1.33,2.67,8.0,5.33,5.33,0.0,0.0,positive
153,2.86,2.86,2.86,2.86,5.71,5.71,0.0,2.86,25.71,11.43,2.86,2.86,0.0,5.71,11.43,5.71,0.0,0.0,8.57,0.0,positive
154,5.0,0.0,0.0,0.0,20.0,15.0,15.0,15.0,5.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,positive
155,3.9,7.79,6.49,5.19,2.6,3.9,0.0,11.69,12.99,7.79,2.6,1.3,3.9,6.49,6.49,5.19,3.9,5.19,1.3,1.3,positive
156,4.55,4.55,3.03,12.12,6.06,10.61,1.52,6.06,7.58,16.67,4.55,3.03,0.0,1.52,4.55,6.06,4.55,3.03,0.0,0.0,positive
157,13.83,6.38,3.19,6.38,1.06,7.45,1.06,7.45,1.06,12.77,1.06,2.13,0.0,7.45,8.51,9.57,6.38,2.13,0.0,2.13,positive
158,7.25,4.35,5.8,10.14,5.8,4.35,0.0,5.8,11.59,13.04,4.35,4.35,0.0,0.0,2.9,5.8,7.25,7.25,0.0,0.0,positive
159,5.33,4.0,5.33,13.33,2.67,8.0,0.0,2.67,9.33,20.0,2.67,1.33,0.0,1.33,2.67,9.33,6.67,5.33,0.0,0.0,positive
160,0.0,0.0,0.0,0.0,0.0,5.56,0.0,5.56,27.78,50.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,5.56,positive
