,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,class
55,0.0,0.0,0.0,0.0,0.0,15.38,0.0,61.54,7.69,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,positive
56,0.0,0.0,0.0,0.0,0.0,8.33,8.33,8.33,25.0,25.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,8.33,0.0,positive
57,7.69,0.0,0.0,0.0,7.69,15.38,0.0,7.69,0.0,38.46,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,positive
58,15.38,0.0,0.0,0.0,15.38,0.0,0.0,0.0,23.08,23.08,0.0,0.0,0.0,0.0,0.0,7.69,0.0,15.38,0.0,0.0,positive
59,7.69,0.0,0.0,0.0,38.46,7.69,0.0,0.0,0.0,23.08,0.0,0.0,7.69,0.0,0.0,15.38,0.0,0.0,0.0,0.0,positive
60,12.5,0.0,0.0,0.0,12.5,18.75,0.0,0.0,6.25,31.25,0.0,6.25,0.0,6.25,0.0,0.0,0.0,6.25,0.0,0.0,positive
61,18.18,0.0,0.0,0.0,18.18,9.09,0.0,0.0,18.18,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0,positive
62,11.11,0.0,0.0,0.0,0.0,16.67,0.0,5.56,16.67,27.78,0.0,5.56,5.56,0.0,0.0,5.56,0.0,5.56,0.0,0.0,positive
63,18.18,0.0,0.0,0.0,9.09,9.09,0.0,0.0,18.18,18.18,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,9.09,0.0,positive
64,6.25,0.0,0.0,0.0,12.5,18.75,0.0,12.5,6.25,18.75,0.0,0.0,6.25,0.0,0.0,12.5,0.0,6.25,0.0,0.0,positive
65,0.0,0.0,0.0,7.69,7.69,15.38,0.0,7.69,15.38,30.77,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,positive
66,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,7.69,61.54,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,positive
67,6.67,0.0,0.0,6.67,0.0,13.33,0.0,13.33,6.67,26.67,0.0,6.67,0.0,0.0,0.0,6.67,6.67,6.67,0.0,0.0,positive
68,15.38,0.0,0.0,0.0,7.69,0.0,0.0,0.0,15.38,15.38,0.0,0.0,7.69,0.0,0.0,15.38,0.0,23.08,0.0,0.0,positive
69,6.67,0.0,0.0,0.0,20.0,20.0,13.33,20.0,13.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
70,6.67,0.0,0.0,0.0,13.33,26.67,0.0,6.67,33.33,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,positive
71,0.0,0.0,0.0,0.0,0.0,25.0,0.0,16.67,8.33,33.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,0.0,positive
72,0.0,0.0,0.0,0.0,15.38,15.38,0.0,7.69,15.38,30.77,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,positive
73,7.69,0.0,0.0,0.0,0.0,7.69,0.0,15.38,30.77,30.77,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,positive
74,11.11,0.0,0.0,0.0,0.0,16.67,0.0,5.56,22.22,27.78,0.0,0.0,5.56,0.0,0.0,5.56,0.0,5.56,0.0,0.0,positive
75,15.38,0.0,0.0,0.0,15.38,7.69,0.0,7.69,7.69,23.08,7.69,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,positive
76,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,46.15,0.0,15.38,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,positive
77,9.09,0.0,0.0,0.0,18.18,9.09,0.0,0.0,18.18,18.18,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,18.18,0.0,positive
78,8.33,0.0,0.0,0.0,16.67,8.33,8.33,8.33,0.0,33.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,positive
79,0.0,0.0,0.0,0.0,8.33,16.67,0.0,16.67,8.33,25.0,0.0,8.33,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,positive
80,0.0,0.0,0.0,0.0,0.0,8.33,8.33,8.33,33.33,16.67,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,positive
81,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,8.33,41.67,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,0.0,positive
82,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,41.67,0.0,25.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,positive
83,12.5,0.0,0.0,0.0,0.0,6.25,0.0,6.25,18.75,37.5,0.0,0.0,0.0,0.0,0.0,12.5,6.25,0.0,0.0,0.0,positive
84,7.69,0.0,0.0,0.0,0.0,7.69,0.0,30.77,23.08,15.38,0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,positive
85,7.69,0.0,0.0,0.0,15.38,7.69,0.0,7.69,7.69,30.77,0.0,0.0,7.69,0.0,0.0,0.0,7.69,7.69,0.0,0.0,positive
86,0.0,0.0,0.0,0.0,8.33,16.67,0.0,16.67,0.0,25.0,0.0,0.0,8.33,0.0,8.33,8.33,0.0,8.33,0.0,0.0,positive
87,6.25,0.0,6.25,0.0,12.5,12.5,6.25,0.0,0.0,0.0,0.0,12.5,6.25,0.0,0.0,0.0,6.25,0.0,18.75,12.5,positive
88,0.0,0.0,0.0,0.0,0.0,9.09,9.09,18.18,9.09,18.18,9.09,0.0,0.0,0.0,9.09,9.09,0.0,0.0,9.09,0.0,positive
89,9.09,0.0,0.0,0.0,18.18,9.09,0.0,0.0,18.18,18.18,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,9.09,0.0,positive
90,15.38,0.0,0.0,0.0,15.38,7.69,0.0,0.0,15.38,30.77,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,positive
91,13.33,0.0,0.0,0.0,13.33,13.33,0.0,13.33,6.67,20.0,0.0,0.0,6.67,0.0,0.0,13.33,0.0,0.0,0.0,0.0,positive
92,15.38,0.0,0.0,0.0,15.38,15.38,0.0,23.08,7.69,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,positive
93,0.0,0.0,0.0,0.0,0.0,6.25,37.5,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,positive
94,0.0,0.0,7.14,0.0,7.14,14.29,0.0,7.14,0.0,35.71,0.0,7.14,14.29,0.0,0.0,0.0,7.14,0.0,0.0,0.0,positive
95,0.0,0.0,0.0,0.0,0.0,8.33,16.67,8.33,25.0,25.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,positive
96,18.18,0.0,0.0,0.0,18.18,9.09,0.0,0.0,18.18,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,9.09,0.0,positive
97,7.14,0.0,0.0,7.14,21.43,0.0,0.0,14.29,0.0,14.29,0.0,0.0,14.29,7.14,7.14,7.14,0.0,0.0,0.0,0.0,positive
98,0.0,0.0,0.0,8.33,0.0,16.67,0.0,16.67,16.67,16.67,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,8.33,0.0,positive
99,0.0,0.0,0.0,0.0,7.14,14.29,0.0,14.29,21.43,21.43,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,7.14,0.0,positive
100,7.14,0.0,0.0,0.0,7.14,14.29,0.0,0.0,0.0,42.86,7.14,7.14,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,positive
101,15.79,0.0,0.0,0.0,10.53,0.0,15.79,10.53,0.0,15.79,0.0,5.26,5.26,0.0,0.0,10.53,0.0,10.53,0.0,0.0,positive
102,15.38,0.0,0.0,0.0,7.69,15.38,0.0,0.0,0.0,30.77,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,positive
103,11.11,0.0,0.0,0.0,0.0,5.56,38.89,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,5.56,0.0,positive
104,15.38,0.0,0.0,0.0,7.69,7.69,0.0,0.0,15.38,38.46,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,positive
105,15.38,0.0,0.0,0.0,15.38,7.69,0.0,0.0,15.38,38.46,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
106,15.38,0.0,0.0,0.0,7.69,7.69,0.0,0.0,15.38,23.08,0.0,0.0,0.0,0.0,0.0,7.69,0.0,15.38,7.69,0.0,positive
107,6.67,0.0,6.67,0.0,6.67,33.33,0.0,6.67,0.0,33.33,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
108,5.88,0.0,0.0,0.0,17.65,11.76,0.0,17.65,5.88,17.65,0.0,0.0,5.88,0.0,0.0,11.76,0.0,5.88,0.0,0.0,positive
109,7.14,0.0,0.0,0.0,0.0,21.43,7.14,21.43,7.14,21.43,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,positive
110,18.18,0.0,0.0,0.0,18.18,9.09,0.0,0.0,18.18,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,9.09,0.0,positive
111,8.33,0.0,0.0,0.0,16.67,0.0,0.0,0.0,8.33,33.33,0.0,0.0,8.33,0.0,0.0,8.33,8.33,8.33,0.0,0.0,positive
112,0.0,0.0,0.0,0.0,7.69,7.69,7.69,23.08,7.69,30.77,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
113,15.38,0.0,0.0,0.0,7.69,7.69,0.0,0.0,15.38,30.77,0.0,0.0,0.0,0.0,0.0,7.69,0.0,15.38,0.0,0.0,positive
114,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,25.0,25.0,8.33,0.0,0.0,8.33,0.0,8.33,0.0,0.0,8.33,0.0,positive
115,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,28.57,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,positive
116,7.69,0.0,0.0,0.0,23.08,7.69,0.0,7.69,7.69,23.08,0.0,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0,positive
117,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,15.38,61.54,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,positive
118,18.18,0.0,0.0,0.0,27.27,9.09,0.0,0.0,18.18,18.18,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,positive
119,15.38,0.0,0.0,0.0,15.38,7.69,0.0,0.0,15.38,30.77,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,positive
120,7.69,0.0,0.0,0.0,15.38,7.69,23.08,23.08,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,positive
121,15.38,0.0,0.0,0.0,15.38,7.69,0.0,0.0,15.38,30.77,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,positive
122,13.33,0.0,0.0,0.0,0.0,13.33,0.0,6.67,6.67,33.33,0.0,6.67,0.0,0.0,0.0,13.33,6.67,0.0,0.0,0.0,positive
123,6.25,0.0,0.0,0.0,6.25,12.5,0.0,12.5,6.25,25.0,0.0,0.0,6.25,0.0,0.0,18.75,0.0,6.25,0.0,0.0,positive
124,15.38,0.0,0.0,0.0,15.38,7.69,0.0,0.0,15.38,30.77,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,positive
125,7.14,0.0,7.14,0.0,7.14,21.43,0.0,14.29,7.14,14.29,0.0,0.0,0.0,0.0,0.0,7.14,0.0,14.29,0.0,0.0,positive
126,7.69,0.0,0.0,0.0,7.69,15.38,0.0,7.69,7.69,15.38,0.0,7.69,0.0,0.0,0.0,7.69,0.0,15.38,7.69,0.0,positive
127,15.38,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,46.15,0.0,7.69,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,positive
128,8.33,0.0,0.0,0.0,0.0,8.33,8.33,8.33,25.0,25.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,positive
129,11.11,0.0,0.0,0.0,16.67,11.11,0.0,16.67,5.56,16.67,0.0,0.0,5.56,0.0,0.0,16.67,0.0,0.0,0.0,0.0,positive
130,8.33,0.0,0.0,0.0,16.67,8.33,0.0,8.33,8.33,33.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,positive
131,6.25,0.0,0.0,0.0,18.75,12.5,0.0,12.5,6.25,18.75,0.0,0.0,6.25,0.0,0.0,12.5,0.0,6.25,0.0,0.0,positive
132,0.0,0.0,0.0,0.0,8.33,16.67,0.0,0.0,0.0,50.0,0.0,8.33,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,positive
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,46.15,0.0,7.69,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,positive
134,0.0,0.0,0.0,0.0,8.33,16.67,0.0,16.67,8.33,25.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,8.33,0.0,0.0,positive
135,11.11,0.0,0.0,0.0,11.11,5.56,0.0,22.22,5.56,11.11,0.0,0.0,11.11,0.0,0.0,22.22,0.0,0.0,0.0,0.0,positive
136,0.0,0.0,0.0,0.0,23.08,0.0,0.0,7.69,7.69,23.08,0.0,0.0,7.69,0.0,0.0,15.38,7.69,7.69,0.0,0.0,positive
137,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,7.69,61.54,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,positive
138,0.0,0.0,0.0,0.0,7.69,15.38,0.0,0.0,0.0,46.15,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,positive
139,0.0,0.0,0.0,0.0,9.09,9.09,0.0,9.09,27.27,18.18,0.0,0.0,9.09,0.0,0.0,9.09,0.0,0.0,9.09,0.0,positive
140,0.0,0.0,0.0,15.38,7.69,15.38,0.0,23.08,7.69,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,positive
141,15.0,0.0,0.0,0.0,5.0,10.0,0.0,10.0,15.0,15.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,positive
142,0.0,0.0,0.0,0.0,0.0,7.69,0.0,15.38,0.0,38.46,0.0,15.38,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,positive
143,8.33,0.0,0.0,0.0,16.67,8.33,0.0,8.33,33.33,16.67,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
144,0.0,0.0,0.0,0.0,0.0,15.38,0.0,7.69,0.0,53.85,0.0,15.38,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
145,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,7.69,46.15,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,positive
146,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,23.08,15.38,0.0,0.0,7.69,0.0,0.0,15.38,0.0,23.08,0.0,0.0,positive
147,15.38,0.0,0.0,0.0,7.69,15.38,0.0,0.0,0.0,30.77,0.0,7.69,0.0,0.0,7.69,7.69,0.0,7.69,0.0,0.0,positive
148,7.69,0.0,0.0,0.0,15.38,7.69,0.0,0.0,15.38,30.77,0.0,0.0,0.0,0.0,0.0,7.69,0.0,15.38,0.0,0.0,positive
149,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,16.67,8.33,8.33,16.67,0.0,0.0,0.0,8.33,8.33,16.67,8.33,positive
150,0.0,0.0,0.0,0.0,7.69,15.38,0.0,7.69,23.08,23.08,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,0.0,positive
151,0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0,15.38,38.46,0.0,0.0,0.0,0.0,0.0,7.69,0.0,15.38,0.0,0.0,positive
152,0.0,0.0,0.0,0.0,13.33,26.67,0.0,6.67,13.33,20.0,6.67,0.0,0.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,positive
153,0.0,0.0,7.14,0.0,0.0,7.14,0.0,7.14,14.29,14.29,14.29,0.0,7.14,0.0,0.0,7.14,0.0,14.29,7.14,0.0,positive
154,0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0,15.38,46.15,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,positive
155,0.0,0.0,0.0,0.0,0.0,18.18,9.09,18.18,9.09,18.18,9.09,0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,0.0,positive
156,0.0,14.29,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,28.57,0.0,positive
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.73,0.0,0.0,0.0,27.27,0.0,positive
158,0.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.55,0.0,0.0,0.0,0.0,0.0,positive
159,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,25.0,0.0,positive
160,0.0,0.0,0.0,0.0,21.43,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,21.43,0.0,positive
